variavel_resposta,movimento,beta,se,t_value,p_value,ic_inf,ic_sup
delta_fmax_kg,extensao_cotovelo,-0.2851881267289073,0.13144089898586145,-2.1697061487656426,0.0336906162375971,-0.5428122887411957,-0.02756396471661887
delta_fmax_kg,extensao_punho,-0.13364839571768758,0.24264248027579563,-0.5508037816205072,0.5864146385062909,-0.609227657058247,0.3419308656228719
delta_fmax_kg,flexao_ombro,-0.3115835435239753,0.3205961918263952,-0.9718878497867489,0.410411652672891,-0.93995207950371,0.3167849924557593
delta_fmax_kg,flexao_punho,-0.9769460462951641,0.39572605597547533,-2.4687432923439068,0.05723873218196897,-1.7525691160070958,-0.2013229765832325
delta_rmse,extensao_cotovelo,0.9525333528630594,0.321542111266852,2.96239067756988,0.006050977739288547,0.32231081478002943,1.5827558909460895
delta_rmse,extensao_punho,3.5165684812561584,1.178231276367726,2.98461647707834,0.018271046414098557,1.2072351795754153,5.825901782936901
delta_rmse,flexao_ombro,4.1270516863438615,0.8021666131558908,5.14488089962655,2.9659392985552385e-4,2.5548051245583157,5.699298248129407
delta_rmse,flexao_punho,3.2282980190821386,1.7000159855062764,1.8989809781822313,0.09320353428620859,-0.10373331251016316,6.56032935067444
